CustomerKey,CustomerID,FirstName,LastName,Email,Gender,Birth,AddressKey,IsActive,CreateDate,LanguageKey,PreferredCategoryKey,DeviceType,RegistrationSource
1530,27b7c335-06af-4b7e-b2ce-3d01d8a450dd,Sarah,Carvalho,sarah.carvalho5664@example.com,female,1990-12-05,2030,1,2011-06-11,217,270,smart_tv,web
1531,6bd35b3c-5ebe-4bc3-9d0f-0d45384537f1,Matteo,Tremblay,matteo.tremblay5526@example.com,male,1995-11-17,2031,1,2017-01-31,210,304,smart_tv,mobile_app
1532,a6aefbc8-b126-4e34-8cf9-feb5de723eaf,Emma,Wilson,emma.wilson819@example.com,female,1978-05-18,2032,0,2026-05-30,210,283,desktop,smart_tv
1533,f691d7a0-2256-423e-9066-6ef4a9fe891e,Sarah,Pereira,sarah.pereira6639@example.com,female,1994-12-20,2033,1,2014-07-19,217,276,desktop,mobile_app
1534,c9a4f2f5-5f25-4223-9f30-202393e9b77c,Blake,Meyer,blake.meyer7237@example.com,other,2001-07-31,2034,1,2020-05-11,210,282,smart_tv,smart_tv
1535,18178b31-4cea-444e-b341-1dbb89d3dd23,Oliver,Walker,oliver.walker8534@example.com,male,1990-09-16,2035,1,2010-11-25,210,303,mobile,mobile_app
1536,a18d9213-60bb-4971-a64f-6a728a0609bd,Riley,Santos,riley.santos3475@example.com,other,1985-07-22,2036,1,2018-03-27,217,304,smart_tv,mobile_app
1537,41b367a2-cd85-4d06-b7e7-75157812f995,Isabella,Brown,isabella.brown9209@example.com,female,2004-07-01,2037,1,2023-02-15,210,296,desktop,partner
1538,af7a111d-95a0-49e7-ac24-6e338f4e3f62,Hans,Martin,hans.martin3611@example.com,male,2003-09-01,2038,1,2024-08-29,212,276,desktop,mobile_app
1539,ac5b7924-265a-4c05-ab6d-8806944d94c4,Laura,Brown,laura.brown9276@example.com,female,2000-03-31,2039,1,2018-05-13,210,297,desktop,web
1540,48a27054-4412-4c53-b683-b8da44cb40f6,Amy,Silva,amy.silva6025@example.com,female,1993-04-10,2040,1,2012-08-18,217,303,smart_tv,smart_tv
1541,1758674a-5596-42cf-923c-63ccb8efb6b7,Tyler,Martin,tyler.martin9347@example.com,male,1988-06-24,2041,1,2016-09-28,212,267,desktop,web
1542,728c93e6-5488-4cb1-9ca6-97ab9943df17,Hannah,Wilson,hannah.wilson8762@example.com,female,1998-12-25,2042,1,2017-05-19,210,296,smart_tv,smart_tv
1543,ff9c8ebe-38cf-4eb9-a155-a118e447ca66,Ethan,Taylor,ethan.taylor3140@example.com,male,2007-03-17,2043,1,2025-12-03,210,299,desktop,mobile_app
1544,2ef0e899-7a5d-4118-ab2d-887d138c7399,Daniel,Brown,daniel.brown783@example.com,male,1997-07-29,2044,1,2024-03-14,210,278,mobile,smart_tv
1545,ad72c917-7372-40e0-af34-76353e347ee7,Kevin,Moore,kevin.moore8331@example.com,male,1985-01-20,2045,1,2012-05-18,210,275,mobile,web
1546,59a41bd8-dc66-45cb-a5ab-af625b89b380,Thomas,Moore,thomas.moore5584@example.com,male,1987-03-03,2046,1,2010-07-04,210,287,smart_tv,web
1547,a2937f93-2628-4757-9c80-e50f496d725a,Laura,Williams,laura.williams8340@example.com,female,2001-12-20,2047,1,2019-12-24,210,276,smart_tv,mobile_app
1548,1199e042-d5e3-4385-b401-d748d5c40bff,Alice,Taylor,alice.taylor6420@example.com,female,1982-11-29,2048,1,2011-06-17,210,299,smart_tv,smart_tv
1549,2b34afc1-72ac-42ad-97a5-b0c91d371aca,Connor,Laurent,connor.laurent7053@example.com,male,1985-05-11,2049,1,2012-04-05,212,280,smart_tv,mobile_app
1550,05999d56-e92b-4d27-979b-eecf4a1347a8,Alice,Taylor,alice.taylor6707@example.com,female,1989-08-17,2050,1,2014-10-29,210,304,desktop,mobile_app
1551,283ec21a-129b-4ef1-83d8-58aa438f6922,Mason,Hall,mason.hall3109@example.com,male,2002-01-27,2051,0,2020-10-02,210,298,smart_tv,mobile_app
1552,a26f9f1e-4c66-410b-b0a1-a7bee49f7cec,Camille,Davis,camille.davis2468@example.com,female,1996-03-17,2052,1,2018-06-19,210,278,desktop,mobile_app
1553,dbb8be00-d97f-4748-a4e8-af851c191421,Kevin,Taylor,kevin.taylor899@example.com,male,1996-10-21,2053,1,2015-09-08,210,268,tablet,smart_tv
1554,6978982b-4a9e-422f-b7a8-08a47fa246e5,Sofia,Rodríguez,sofia.rodríguez232@example.com,female,1983-04-07,2054,1,2010-02-21,211,302,smart_tv,web
1555,bf42f02d-590f-4826-8d95-f74086f0f871,Amelia,Michel,amelia.michel6639@example.com,female,1996-07-24,2055,1,2014-08-16,212,276,mobile,web
1556,f47f62af-9e2f-4194-a121-9918f3ce16a8,Oliver,Lima,oliver.lima770@example.com,male,1985-10-29,2056,1,2026-05-30,217,301,tablet,mobile_app
1557,de5870b2-21b6-4624-b67d-1150fbd0f35b,Oliver,Smith,oliver.smith5551@example.com,male,1998-12-07,2057,1,2017-07-19,210,294,mobile,web
1558,ecada510-e5b8-4da3-bd33-26b187ab55ad,Katie,Côté,katie.côté5818@example.com,female,1992-07-15,2058,1,2017-02-24,210,290,mobile,web
1559,b18d672b-0ebf-4bd9-a80b-cd3b075a49a7,Casey,Miller,casey.miller3663@example.com,other,1993-09-08,2059,1,2022-07-02,210,302,smart_tv,web
1560,0d1cc694-b7e1-4640-96f8-5ebc5d29f864,Julie,Evans,julie.evans6928@example.com,female,1982-05-07,2060,1,2016-12-17,210,290,smart_tv,smart_tv
1561,88e5c2d5-df2b-4ff2-93d3-315852f3275b,Juan,Müller,juan.müller7972@example.com,male,1988-06-03,2061,1,2021-08-03,210,305,smart_tv,mobile_app
1562,f20efbe7-3fb1-4fd0-8cca-998ba76dbcde,Daniel,Moreau,daniel.moreau1222@example.com,male,1984-03-19,2062,1,2013-12-31,212,278,mobile,web
1563,49c6d514-a73c-4fa3-a23e-5916e7c2986b,Lucas,Lima,lucas.lima4615@example.com,male,1983-10-18,2063,1,2022-09-04,217,290,desktop,web
1564,a55080cd-d3df-40ac-a03a-e63a0bca8ba4,Sarah,Laurent,sarah.laurent7389@example.com,female,1992-07-25,2064,1,2010-10-07,212,281,smart_tv,smart_tv
1565,50c0e130-d4a1-46dc-beb4-680fcb015e86,Logan,Brown,logan.brown5112@example.com,male,2008-04-25,2065,1,2026-04-29,210,280,desktop,smart_tv
1566,ba6a97be-4030-4277-b950-a2a830cb85c9,Oliver,Tremblay,oliver.tremblay9639@example.com,male,2003-05-25,2066,1,2022-09-10,210,305,tablet,web
1567,7ce51402-4bb2-49b5-9c82-1d06e42ed50e,Amelia,Brown,amelia.brown5997@example.com,female,1986-10-15,2067,1,2015-08-08,210,270,smart_tv,web
1568,53ffba80-3f36-467d-867d-cfb41e170355,Ryan,Brown,ryan.brown4814@example.com,male,1979-10-31,2068,1,2026-05-30,210,296,smart_tv,mobile_app
1569,3542b38c-19ec-4a5a-b2c8-20f075a35023,Daniel,Miller,daniel.miller7772@example.com,male,1991-09-11,2069,1,2019-02-08,210,295,tablet,mobile_app
1570,26999105-fcb5-4d4d-bdff-fa64faede4a9,Eric,Taylor,eric.taylor5487@example.com,male,2002-11-12,2070,1,2021-03-26,210,275,desktop,mobile_app
1571,bdfff8f3-804c-45c9-9b70-57cca2402adb,Amelia,Taylor,amelia.taylor389@example.com,female,2001-11-24,2071,1,2021-09-17,210,298,mobile,smart_tv
1572,8566344b-2ff6-44ab-8156-14d018922191,David,Martínez,david.martínez6797@example.com,male,1989-07-02,2072,1,2015-06-08,211,304,smart_tv,mobile_app
1573,fd411673-0c80-4c09-9922-38b892915525,Ana,Williams,ana.williams4004@example.com,female,1999-04-24,2073,1,2018-09-17,210,284,smart_tv,web
1574,c171f54d-0a39-4367-a674-a4d92034781c,Eric,Moore,eric.moore1673@example.com,male,1994-05-24,2074,1,2015-07-17,210,300,desktop,mobile_app
1575,fe29ea55-96ec-4c07-a30a-f566f702dd33,Jordan,Michel,jordan.michel5822@example.com,other,2007-12-11,2075,1,2026-01-10,212,273,mobile,web
1576,c5ec2a0b-c6e8-4de2-8f0a-b476754fa609,Julie,Jones,julie.jones2109@example.com,female,1995-08-01,2076,1,2017-12-30,210,269,mobile,mobile_app
1577,7f8870d1-18fc-4c17-b26c-8ca8c56cd2d9,Carlos,Martínez,carlos.martínez7281@example.com,male,1993-12-02,2077,1,2017-05-15,211,276,mobile,mobile_app
1578,65b78c62-1abe-4053-a0bf-57157175aa53,Connor,Evans,connor.evans8767@example.com,male,1986-06-11,2078,1,2014-12-03,210,270,desktop,mobile_app
1579,afcb214e-227e-48a4-80fe-b3a2775ab385,Valentina,Taylor,valentina.taylor9690@example.com,female,2007-07-15,2079,1,2025-09-21,210,300,mobile,partner
1580,334529b4-1598-4a55-9e81-290635be1b6a,Ethan,Miller,ethan.miller8737@example.com,male,1989-10-14,2080,0,2023-07-17,210,273,smart_tv,web
1581,d6eb674c-f04b-443c-8734-5d5e98794aca,Daniel,Santos,daniel.santos3276@example.com,male,1990-10-01,2081,0,2010-06-04,217,278,smart_tv,mobile_app
1582,5afd70dd-f05b-48f0-a1a4-3a6e5865efd8,Riley,Wilson,riley.wilson6738@example.com,other,1984-11-30,2082,1,2010-02-19,210,293,mobile,smart_tv
1583,589cb8c3-656c-4935-be0f-4d6667f3299e,Katie,Costa,katie.costa8622@example.com,female,1984-01-07,2083,1,2010-09-21,217,267,mobile,partner
1584,8b368fa6-0a0e-4042-8f1f-d8ad52745dad,Valentina,Wilson,valentina.wilson7259@example.com,female,1990-06-18,2084,1,2019-05-06,210,272,tablet,web
1585,ad510f83-b3cc-486e-be5d-407a5e81a1b2,Maria,Lewis,maria.lewis3987@example.com,female,2000-12-16,2085,1,2022-07-31,210,300,smart_tv,smart_tv
1586,db38bf3f-ad5f-47bb-89ae-dd4a26693ee3,Hannah,Wilson,hannah.wilson7131@example.com,female,2001-10-04,2086,0,2025-12-21,210,300,smart_tv,web
1587,e483d6f0-cb08-4efb-9a34-371af449ec59,Laura,Schneider,laura.schneider6286@example.com,female,1996-02-04,2087,1,2020-01-31,210,300,tablet,smart_tv
1588,1b514802-7f1d-4a79-a5ca-4e73983e402f,Alice,Lima,alice.lima5317@example.com,female,1991-08-31,2088,1,2023-05-17,217,281,desktop,web
1589,f89f62a0-de5b-4e35-972e-70e56b653b9d,Laura,Davis,laura.davis4792@example.com,female,1986-02-04,2089,1,2012-10-31,210,296,desktop,partner
1590,9f8a1cea-07a7-47db-af9f-0c6c2e2062f4,Noah,Wilson,noah.wilson7475@example.com,male,2000-04-17,2090,1,2026-05-30,210,273,mobile,mobile_app
1591,2d9f7357-b85c-4df5-8a9e-362e882b369b,Katie,Brown,katie.brown7383@example.com,female,2003-12-14,2091,1,2022-06-29,210,303,smart_tv,mobile_app
1592,abec10a5-3309-4669-a0f2-c7ea447780a3,Eric,Dubois,eric.dubois2816@example.com,male,2007-01-31,2092,0,2025-09-24,212,276,tablet,smart_tv
1593,637a8e89-dd35-4020-ad52-e1c33c4b6602,Ryan,Roy,ryan.roy8975@example.com,male,1987-04-30,2093,1,2010-07-20,210,303,desktop,partner
1594,c831cb0e-d0c2-4b08-86c2-4ebf7bd64c7d,Michael,Jones,michael.jones9488@example.com,male,2008-01-14,2094,1,2026-04-28,210,291,smart_tv,mobile_app
1595,d064102d-1a9c-4c0d-a1ca-3bf6962d34df,Connor,Miller,connor.miller142@example.com,male,1997-08-14,2095,1,2016-03-13,210,283,smart_tv,web
1596,905cad82-25f2-47b9-a050-e367b37d7a66,William,Hall,william.hall8677@example.com,male,1998-09-13,2096,1,2022-07-25,210,282,desktop,web
1597,032d774f-7cb7-4a77-8803-0c37abda637f,Ethan,Schneider,ethan.schneider6442@example.com,male,1991-05-21,2097,1,2010-07-05,210,284,smart_tv,mobile_app
1598,cdec7b2b-4fa1-46bc-ab92-b8743faa344e,Carlos,Ferreira,carlos.ferreira3879@example.com,male,2001-10-22,2098,0,2020-01-03,217,268,tablet,smart_tv
1599,50a1187d-6fd3-4c8c-acbc-58827e1a0481,Jessica,Müller,jessica.müller3859@example.com,female,1990-05-05,2099,1,2013-03-03,210,305,mobile,mobile_app
1600,970c578b-2914-41ad-a4a2-2bf658e1361e,Pierre,Wilson,pierre.wilson9252@example.com,male,1994-10-04,2100,1,2015-10-12,210,282,mobile,web
1601,b3b84148-9166-436c-bdfa-25af04098df7,Lucas,Miller,lucas.miller4140@example.com,male,1988-02-20,2101,1,2026-05-30,210,299,desktop,partner
1602,8eb74ee2-4117-4c36-959d-6a3e065ba30b,James,Roy,james.roy2954@example.com,male,2003-02-14,2102,1,2024-11-16,210,297,mobile,mobile_app
1603,111423e1-56af-4cd3-a0ec-43414876e078,James,Dubois,james.dubois9987@example.com,male,1992-04-07,2103,1,2026-05-30,212,290,desktop,web
1604,0f20a050-db26-42f0-9479-c72eb0b38e1d,Jessica,Santos,jessica.santos169@example.com,female,1989-07-12,2104,1,2016-10-31,217,269,mobile,web
1605,8b8c87f9-ac93-4249-83a8-f80b2aa87454,Hans,Brown,hans.brown5755@example.com,male,1984-02-01,2105,1,2010-04-08,210,304,desktop,web
1606,3f84f3bc-52c8-4a4d-a5d3-3468a828344c,Valentina,Thomas,valentina.thomas1521@example.com,female,1983-10-11,2106,1,2015-07-24,212,287,mobile,web
1607,d74eab78-1ad4-40fc-bab1-5408eea9443e,Nathan,Moore,nathan.moore1737@example.com,male,1999-08-03,2107,1,2020-04-17,210,281,mobile,mobile_app
1608,d300a7e4-28e5-4af7-a8ae-41f6e654988c,Hans,Robinson,hans.robinson1307@example.com,male,1987-03-09,2108,1,2011-01-08,210,269,tablet,web
1609,e56ee5f2-f585-4267-91ea-e2431d7190e8,Jessica,Hall,jessica.hall9776@example.com,female,1973-06-07,2109,1,2025-07-02,210,299,mobile,smart_tv
1610,9e2caf33-f8e7-4d34-b2fb-972c166970f4,Ryan,Wagner,ryan.wagner1093@example.com,male,1990-01-13,2110,1,2012-10-02,210,295,desktop,partner
1611,04f28e4c-69d1-434c-8a7c-a98f4bb8ffc0,Mia,Brown,mia.brown1411@example.com,female,1980-11-25,2111,1,2013-01-28,210,272,smart_tv,smart_tv
1612,d7521964-ddc1-4bef-bf4e-e480793320d0,Amy,Moore,amy.moore5561@example.com,female,1991-08-29,2112,1,2026-05-30,210,299,smart_tv,mobile_app
1613,1a008a4e-fc6a-46e1-a78e-26fc6c2a03df,Sofia,Costa,sofia.costa7289@example.com,female,1993-12-26,2113,1,2019-05-20,217,281,mobile,smart_tv
1614,2d4c2d32-a101-496e-98b4-ae0779c27008,Camille,Moore,camille.moore943@example.com,female,1988-10-29,2114,1,2016-05-25,210,278,desktop,mobile_app
1615,3a587819-215d-4895-9b60-0bf28874c848,Lucas,García,lucas.garcía8031@example.com,male,1990-10-16,2115,1,2014-03-21,211,296,desktop,mobile_app
1616,d8d76c05-84d5-4070-bd58-f88cc6e5eff8,David,White,david.white2585@example.com,male,1976-03-13,2116,1,2020-12-24,210,276,tablet,mobile_app
1617,7058cf4a-8566-493d-8052-267d5c7471cf,Anna,Smith,anna.smith8414@example.com,female,1996-05-31,2117,1,2015-01-06,210,283,smart_tv,mobile_app
1618,7bfd0ef4-6d53-49a0-ac01-8d0e12ebb61e,Amy,Dubois,amy.dubois6780@example.com,female,1984-02-07,2118,1,2011-05-18,212,287,smart_tv,smart_tv
1619,ccfc19ca-8f1e-4ecc-8c5c-2271b66b1442,Ryan,Pereira,ryan.pereira7293@example.com,male,2007-10-12,2119,1,2026-04-18,217,293,desktop,mobile_app
1620,d2943bae-0145-443f-ad97-9599e24714fe,Michael,Moore,michael.moore9754@example.com,male,2008-03-29,2120,1,2026-05-01,210,296,desktop,web
1621,a18eb69c-eee9-4321-a652-d20d00f917b6,Liam,Brown,liam.brown2118@example.com,male,2008-03-18,2121,1,2026-04-02,210,268,mobile,partner
1622,161d49e1-b002-4852-8185-4ff1d64d9568,Camille,Costa,camille.costa3404@example.com,female,1989-03-08,2122,1,2012-04-16,217,300,smart_tv,mobile_app
1623,638f4094-04ec-427c-bb89-1acb32ac35e0,Sarah,Lee,sarah.lee6310@example.com,female,1989-01-26,2123,1,2011-02-26,210,302,tablet,mobile_app
1624,fa2ec016-d109-4405-892d-ce2db42268b7,Morgan,Oliveira,morgan.oliveira137@example.com,other,1997-07-20,2124,1,2017-12-27,217,291,desktop,web
1625,0a2639c4-5cb8-4025-9aee-049b996a26a4,William,Johnson,william.johnson2337@example.com,male,1999-09-11,2125,1,2018-04-16,210,300,mobile,partner
1626,84ec00e6-cb8b-430e-b3a0-fbfa6419438b,Juan,Miller,juan.miller4806@example.com,male,1996-09-16,2126,1,2016-07-24,210,305,mobile,smart_tv
1627,9ee1716c-e38b-4210-8ed2-0f69803ca4d2,Emma,Davis,emma.davis2831@example.com,female,2001-06-12,2127,1,2024-06-26,210,267,smart_tv,partner
1628,c633607b-3998-4334-9e08-6f29b660d3ff,William,López,william.lópez6082@example.com,male,2000-06-26,2128,0,2022-04-23,211,290,mobile,mobile_app
1629,3642656f-59ca-4880-beeb-44ead04e4b5c,Ethan,Williams,ethan.williams788@example.com,male,2000-04-24,2129,1,2019-08-16,210,303,smart_tv,mobile_app
1630,ca8ad9f7-2a0b-41cb-b4dc-0afbea3a72f4,Marie,Wilson,marie.wilson9278@example.com,female,2000-07-31,2130,1,2022-05-08,210,293,mobile,mobile_app
1631,4aa20b6d-f107-4b7a-b050-82af91d5d08f,David,Moore,david.moore2712@example.com,male,1990-09-16,2131,1,2014-02-12,210,300,smart_tv,web
1632,4307e2cb-bacd-45d9-92fb-f31070d470fb,Kevin,Williams,kevin.williams9541@example.com,male,1977-02-16,2132,1,2011-08-06,210,270,mobile,web
1633,598e179b-6597-42ca-87de-d259e206091a,Lisa,Thomas,lisa.thomas8399@example.com,female,2008-01-16,2133,0,2026-01-16,210,287,smart_tv,mobile_app
1634,0e8855b1-a2ef-4c19-b683-7ef9e6bedbc8,James,López,james.lópez2708@example.com,male,2001-12-23,2134,1,2020-11-13,211,287,mobile,mobile_app
1635,5305d2a5-bf81-4db0-96b5-f126741c9d2f,Eric,Davis,eric.davis8780@example.com,male,1994-08-20,2135,0,2013-01-27,210,276,mobile,web
1636,ef510867-80c3-4693-8e59-454080267087,Tyler,Silva,tyler.silva1700@example.com,male,1967-06-06,2136,1,2017-11-09,217,276,smart_tv,web
1637,88eb6c15-a00b-41c3-b382-33898923ecf0,Julie,Smith,julie.smith7985@example.com,female,1996-09-30,2137,1,2016-02-09,210,305,desktop,web
1638,78618b25-0f57-4584-ac16-b73fc5cb4067,Amelia,Côté,amelia.côté8184@example.com,female,2008-03-29,2138,1,2026-05-30,210,297,mobile,mobile_app
1639,d510ed7e-1d75-4cd4-91b2-fb2a9a1c8728,Sarah,Brown,sarah.brown7397@example.com,female,1987-10-05,2139,1,2010-08-14,210,298,mobile,web
1640,2762925b-e68e-4d24-bf70-1c93b65630be,Claire,Moore,claire.moore214@example.com,female,1998-02-12,2140,0,2017-04-28,210,302,tablet,mobile_app
1641,fede00fa-c9b1-403e-a82b-b61f0ee53cc2,Oliver,Ferreira,oliver.ferreira1306@example.com,male,1993-10-05,2141,0,2014-06-20,217,281,smart_tv,web
1642,70c0b50b-d14c-44db-9f32-6f5c474a66f2,Hans,Pereira,hans.pereira161@example.com,male,1989-05-19,2142,1,2021-07-10,217,280,mobile,mobile_app
1643,34b711dc-7233-48d3-a2c1-9bef75dded75,Juan,Miller,juan.miller5387@example.com,male,1985-02-03,2143,1,2011-01-29,210,284,smart_tv,mobile_app
1644,9d12910d-360a-43e1-8597-b5b8c20a9139,Avery,Wilson,avery.wilson7628@example.com,other,1971-05-23,2144,1,2011-11-20,210,304,smart_tv,mobile_app
1645,dfbfa00f-ace8-4686-8da5-82ade7bfb308,Liam,Lewis,liam.lewis2696@example.com,male,1987-07-05,2145,1,2012-03-31,210,275,mobile,web
1646,47485e6f-e7d6-4b87-bc20-f5e547ea1255,Emily,Moore,emily.moore3960@example.com,female,1999-11-14,2146,1,2020-09-08,210,299,smart_tv,web
1647,e6066786-0dce-4268-9f39-1e1649bc9406,Tyler,Ferreira,tyler.ferreira5085@example.com,male,1994-08-17,2147,1,2016-04-18,217,281,mobile,web
1648,de679651-636d-411e-9ad3-7bc4ef7e0fb6,Logan,Lee,logan.lee3750@example.com,male,1998-09-28,2148,1,2017-03-25,210,304,mobile,smart_tv
1649,9a6be219-87e8-4863-9520-e8ae54db0427,Juan,Smith,juan.smith4963@example.com,male,1984-03-10,2149,1,2018-03-15,210,295,smart_tv,web
1650,a927c15b-3155-4bcf-b7b7-269872defc9f,Connor,Johnson,connor.johnson6964@example.com,male,1967-12-12,2150,1,2013-01-18,210,303,smart_tv,mobile_app
1651,6e7e129a-4c99-42c4-8d6e-a6c324f94bc1,Katie,Schneider,katie.schneider2162@example.com,female,1989-06-09,2151,1,2026-01-01,210,300,mobile,web
1652,14c1393b-e8db-418a-be14-eb9c16d0ade2,Katie,Leroy,katie.leroy1060@example.com,female,1976-02-22,2152,1,2020-08-04,212,297,smart_tv,mobile_app
1653,119d7d47-6d46-428c-8c3b-7c67a8ba39c3,Julie,Robinson,julie.robinson1178@example.com,female,1999-05-16,2153,1,2017-12-09,210,300,smart_tv,web
1654,8fc23653-31f3-4fd9-a543-ea4e0b540f15,Gabriel,Souza,gabriel.souza3749@example.com,male,1982-04-11,2154,1,2014-04-02,217,300,smart_tv,web
1655,fd02cd61-a1d8-488b-9837-826095dd4818,Valentina,Miller,valentina.miller6936@example.com,female,1980-11-14,2155,1,2013-04-27,210,304,smart_tv,mobile_app
1656,6b761ce4-6b74-485e-8dd9-a89bae4a4dba,Emma,Williams,emma.williams2822@example.com,female,1982-03-24,2156,1,2014-01-05,210,280,smart_tv,smart_tv
1657,f6792f5c-a9f9-4deb-8321-c95a1f6bfb48,Hans,Smith,hans.smith9515@example.com,male,1996-01-23,2157,1,2016-02-26,210,284,mobile,smart_tv
1658,50cfb212-5b9b-47b9-be39-6cd7c2de8c84,Alice,Souza,alice.souza7499@example.com,female,2003-09-16,2158,1,2026-05-02,217,276,mobile,web
1659,491e14f5-eab9-4e0d-bccd-10acbdcd8749,Camille,Brown,camille.brown2147@example.com,female,1981-07-20,2159,1,2010-11-11,210,268,desktop,mobile_app
1660,75746d30-4b5c-4704-9fca-10f41de7031f,Gabriel,Brown,gabriel.brown3318@example.com,male,1983-05-31,2160,1,2018-12-04,210,276,smart_tv,web
1661,66cce1f5-5534-4a87-8936-d04b0a53adb1,Anna,Williams,anna.williams5781@example.com,female,2003-03-17,2161,1,2021-09-22,210,273,smart_tv,smart_tv
